Geography,Car_Truck_Van_Less_Than_15,Car_Truck_Van_15_to_29,Car_Truck_Van_30_to_44,Car_Truck_Van_45_to_59,Car_Truck_Van_More_Than_60,Car_Truck_Van_Avg_Duration,Public_Transit_Less_Than_15,Public_Transit_15_to_29,Public_Transit_30_to_44,Public_Transit_45_to_59,Public_Transit_More_Than_60,Public_Transit_Avg_Duration,Active_Transportation_Less_Than_15,Active_Transportation_15_to_29,Active_Transportation_30_to_44,Active_Transportation_45_to_59,Active_Transportation_More_Than_60,Active_Transportation_Avg_Duration,Motorcycle_Scooter_Moped_Less_Than_15,Motorcycle_Scooter_Moped_15_to_29,Motorcycle_Scooter_Moped_30_to_44,Motorcycle_Scooter_Moped_45_to_59,Motorcycle_Scooter_Moped_More_Than_60,Motorcycle_Scooter_Moped_Avg_Duration,Other_Less_Than_15,Other_15_to_29,Other_30_to_44,Other_45_to_59,Other_More_Than_60,Other_Avg_Duration,Population (2021),Population (2016),Population Percentage Change (2016->2021),Land area (2021) (km^2),Population density per km^2 (2021),Province or Territory Abbreviation
Brigus,30.0,10.0,10.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,723.0,-3.3,11.48,60.9,N.L.
Bristol,40.0,25.0,10.0,30.0,15.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.0,1036.0,15.7,206.19,5.8,Que.
Britannia No. 502,10.0,10.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2061.0,2153.0,-4.3,915.11,2.3,Sask.
Broadview,60.0,130.0,25.0,0.0,10.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,552.0,-2.0,2.82,191.5,Sask.
Brock,400.0,315.0,180.0,80.0,97.5,11.7,5.0,0.0,0.0,0.0,0.0,0.0,90.0,12.5,5.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.55,12567.0,11642.0,7.9,422.64,29.7,Ont.
Brock No. 64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,267.0,-5.6,784.64,0.3,Sask.
Brockton,1460.0,940.0,350.0,85.0,75.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,115.0,10.0,10.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,6.6,9784.0,9461.0,3.4,564.64,17.3,Ont.
Broderick,25.0,25.0,10.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,85.0,12.9,0.77,125.4,Sask.
Brokenhead,60.0,45.0,50.0,10.0,15.0,26.6,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5414.0,5122.0,5.7,749.69,7.2,Man.
Brokenhead 4,85.0,20.0,25.0,10.0,25.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,516.0,-15.9,54.95,7.9,Man.
Brokenshell No. 68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,312.0,-1.6,845.97,0.4,Sask.
Brome,10.0,20.0,0.0,0.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,341.0,296.0,15.2,11.56,29.5,Que.
Bromont,1420.0,2765.0,600.0,295.0,220.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,105.0,25.0,10.0,0.0,0.0,11.2,20.0,10.0,0.0,0.0,0.0,10.8,30.0,0.0,0.0,0.0,0.0,8.8,11357.0,9041.0,25.6,114.05,99.6,Que.
Brooke-Alvinston,120.0,110.0,50.0,0.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359.0,2411.0,-2.2,311.41,7.6,Ont.
Brooks,3610.0,1235.0,230.0,65.0,160.0,13.5,0.0,0.0,0.0,15.0,0.0,38.0,200.0,45.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,50.0,35.0,10.0,0.0,0.0,12.3,14924.0,14451.0,3.3,18.21,819.8,Alta.
Brossard,4995.0,10290.0,4035.0,1155.0,420.0,21.7,145.0,330.0,490.0,235.0,540.0,42.8,725.0,345.0,115.0,20.0,10.0,13.6,20.0,20.0,0.0,0.0,0.0,16.8,235.0,100.0,50.0,0.0,0.0,13.2,91525.0,85721.0,6.8,45.19,2025.3,Que.
Browning No. 34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,375.0,-5.3,797.0,0.4,Sask.
Brownlee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,2.57,21.4,Sask.
Brownsburg-Chatham,550.0,325.0,120.0,50.0,20.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,20.0,7247.0,7122.0,1.8,244.46,29.6,Que.
Bruce Mines,80.0,45.0,10.0,15.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,582.0,0.0,6.09,95.6,Ont.
"Brudenell, Lyndoch and Raglan",60.0,45.0,15.0,0.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1552.0,1503.0,3.3,701.29,2.2,Ont.
Bruno,75.0,25.0,25.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,611.0,-1.1,0.94,643.0,Sask.
Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,203.0,10.3,703.2,0.3,N.B.
Bryant's Cove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,395.0,-13.2,4.9,70.0,N.L.
Bryson,30.0,15.0,0.0,0.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,697.0,-7.3,3.58,180.4,Que.
Brébeuf,35.0,10.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,976.0,3.4,35.78,28.2,Que.
Buchanan,25.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,218.0,8.7,1.13,209.4,Sask.
Buchans,90.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,642.0,-8.1,4.63,127.6,N.L.
Buckland No. 491,115.0,175.0,65.0,15.0,15.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3277.0,3375.0,-2.9,787.35,4.2,Sask.
Bucktum 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.38,13.1,B.C.
Buctouche 16,35.0,0.0,10.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,96.0,5.2,0.38,266.6,N.B.
Buena Vista,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,612.0,5.6,3.63,177.7,Sask.
Buffalo Narrows,195.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,1110.0,-8.6,68.04,14.9,Sask.
Buffalo No. 409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,506.0,-17.0,1204.97,0.3,Sask.
Buffalo River Dene Nation,85.0,10.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.0,783.0,7.5,83.63,10.1,Sask.
Bulkley River 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,128.0,35.9,2.23,78.1,B.C.
Bulkley-Nechako A,425.0,175.0,15.0,10.0,15.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,75.0,10.0,10.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,3.8,5587.0,5256.0,6.3,3674.43,1.5,B.C.
Bulkley-Nechako D,225.0,110.0,45.0,0.0,25.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.4,1607.0,1472.0,9.2,4389.75,0.4,B.C.
Bulkley-Nechako E,45.0,55.0,10.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1512.0,1593.0,-5.1,15856.11,0.1,B.C.
Bulkley-Nechako F,70.0,15.0,25.0,0.0,10.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,15.0,3517.0,3665.0,-4.0,5386.26,0.7,B.C.
Bulkley-Nechako G,20.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836.0,903.0,-7.4,14417.38,0.1,B.C.
Bulyea,25.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,113.0,7.1,1.26,95.8,Sask.
Burgeo,130.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.0,1307.0,-10.0,29.51,39.9,N.L.
Burin,435.0,160.0,40.0,35.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,8.0,2237.0,2315.0,-3.4,34.49,64.9,N.L.
Burk's Falls,195.0,180.0,60.0,25.0,15.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,957.0,981.0,-2.4,3.09,310.0,Ont.
Burlington,7320.0,10077.5,4752.5,1837.5,1035.0,11.3,97.5,180.0,250.0,175.0,450.0,23.7,715.0,350.0,77.5,25.0,20.0,6.95,0.0,7.5,0.0,0.0,0.0,10.0,430.0,105.0,35.0,15.0,15.0,6.2,304.0,314.0,-3.2,4.09,74.3,N.L.
Burnaby,10895.0,27440.0,19360.0,5520.0,2510.0,25.6,555.0,2625.0,4830.0,3310.0,3855.0,42.5,2285.0,1825.0,670.0,185.0,100.0,17.2,25.0,70.0,40.0,10.0,0.0,22.2,735.0,190.0,235.0,100.0,40.0,16.9,249125.0,232755.0,7.0,90.57,2750.7,B.C.
Burns Lake,805.0,240.0,80.0,60.0,60.0,15.3,0.0,0.0,0.0,0.0,10.0,0.0,75.0,25.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1659.0,1779.0,-6.7,6.54,253.7,B.C.
Burns Lake 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,48.0,-31.3,0.56,59.4,B.C.
Burnt Islands,15.0,10.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,622.0,-13.2,9.48,57.0,N.L.
Burpee and Mills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,343.0,11.4,217.33,1.8,Ont.
Burton,560.0,395.0,105.0,45.0,20.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5176.0,5119.0,1.1,258.39,20.0,N.B.
Burwash Landing,25.0,0.0,10.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,72.0,-11.1,30.44,2.1,Y.T.
Bury,15.0,15.0,15.0,0.0,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252.0,1174.0,6.6,234.13,5.3,Que.
Bushe River 207,25.0,10.0,0.0,0.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,503.0,-2.2,114.45,4.3,Alta.
Bécancour,1700.0,2452.5,1415.0,610.0,167.5,23.6,0.0,0.0,0.0,0.0,0.0,0.0,265.0,30.0,0.0,0.0,0.0,8.55,17.5,0.0,0.0,0.0,0.0,3.8,47.5,0.0,0.0,0.0,0.0,7.6,13561.0,13031.0,4.1,439.54,30.9,Que.
Bégin,85.0,45.0,40.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,818.0,4.0,189.67,4.5,Que.
Béthanie,15.0,15.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,322.0,8.7,47.01,7.4,Que.
Cabri,65.0,45.0,10.0,0.0,10.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,390.0,5.9,1.36,303.7,Sask.
Cache Creek,95.0,35.0,15.0,10.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.0,963.0,0.6,10.4,93.2,B.C.
Cacouna,80.0,115.0,25.0,0.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1848.0,1803.0,2.5,62.75,29.4,Que.
Cadillac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,92.0,26.1,1.16,99.6,Sask.
Calder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,90.0,-10.0,0.75,108.0,Sask.
Calder No. 241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,370.0,-7.0,790.93,0.4,Sask.
Caledonia No. 99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,245.0,-8.2,846.76,0.3,Sask.
Calgary,65985.0,160465.0,63770.0,11385.0,4980.0,21.5,1880.0,6785.0,9450.0,6615.0,9265.0,42.9,10435.0,7275.0,2485.0,485.0,330.0,15.4,115.0,135.0,15.0,0.0,0.0,16.6,5225.0,1880.0,1120.0,355.0,565.0,18.4,1306784.0,1239220.0,5.5,820.62,1592.4,Alta.
Calixa-Lavallée,20.0,30.0,10.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,523.0,-2.7,32.2,15.8,Que.
Callander,190.0,145.0,50.0,0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.2,3964.0,3863.0,2.6,102.98,38.5,Ont.
Calmar,165.0,130.0,20.0,35.0,30.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183.0,2228.0,-2.0,4.67,467.6,Alta.
Calvin,0.0,25.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.0,516.0,7.9,140.13,4.0,Ont.
Cambria No. 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,309.0,-10.4,813.31,0.3,Sask.
Cambridge,7792.5,10420.0,3682.5,1277.5,1092.5,21.6,55.0,150.0,262.5,125.0,260.0,21.45,427.5,167.5,50.0,0.0,17.5,6.2,0.0,17.5,5.0,0.0,0.0,10.8,265.0,65.0,22.5,12.5,15.0,6.45,684.0,647.0,5.7,113.17,6.0,N.B.
Cambridge Bay,310.0,10.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,275.0,70.0,0.0,0.0,0.0,8.9,10.0,0.0,0.0,0.0,0.0,4.8,65.0,20.0,0.0,0.0,0.0,22.0,1760.0,1766.0,-0.3,195.78,9.0,Nvt.
Cambridge-Narrows,15.0,10.0,10.0,0.0,10.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,562.0,27.2,106.79,6.7,N.B.
Campbell River 11,140.0,75.0,25.0,10.0,20.0,18.2,0.0,10.0,0.0,0.0,10.0,36.0,10.0,10.0,10.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,506.0,381.0,32.8,1.02,498.2,B.C.
Campbell's Bay,110.0,85.0,25.0,0.0,45.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0,744.0,-5.2,3.42,206.0,Que.
Campbellton,835.0,607.5,90.0,12.5,30.0,18.65,0.0,0.0,0.0,0.0,0.0,0.0,55.0,15.0,7.5,5.0,0.0,5.95,0.0,0.0,0.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,0.0,5.4,459.0,452.0,1.5,35.81,12.8,N.L.
Campobello Island,140.0,20.0,0.0,0.0,40.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.0,872.0,8.8,39.59,24.0,N.B.
Camrose,4245.0,1075.0,675.0,175.0,230.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,165.0,130.0,35.0,25.0,0.0,17.3,10.0,0.0,0.0,0.0,0.0,7.2,80.0,10.0,0.0,0.0,0.0,7.3,18772.0,18742.0,0.2,41.67,450.5,Alta.
Cana No. 214,15.0,0.0,10.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.0,867.0,4.3,813.42,1.1,Sask.
Canaan No. 225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,140.0,3.6,549.95,0.3,Sask.
Canal Flats,85.0,0.0,10.0,10.0,15.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,802.0,668.0,20.1,11.07,72.5,B.C.
Candiac,2090.0,2385.0,1100.0,305.0,190.0,20.7,15.0,35.0,30.0,10.0,20.0,38.8,140.0,45.0,35.0,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,85.0,20.0,0.0,10.0,0.0,9.7,22997.0,21047.0,9.3,17.27,1331.3,Que.
Candle Lake,115.0,20.0,0.0,0.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.0,840.0,38.1,62.93,18.4,Sask.
Caniapiscau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30108.23,0.0,Que.
Canim Lake 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,B.C.
Canmore,2015.0,570.0,110.0,145.0,225.0,17.1,25.0,40.0,40.0,0.0,0.0,21.2,720.0,300.0,70.0,0.0,0.0,11.3,10.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,3.9,15990.0,13992.0,14.3,68.47,233.5,Alta.
